event_id,repo,file_name,real_defect,exception_type,exception_idx,http_status,app_code_changed,validator_changed,schema_changed,fixture_changed,config_changed,locator_healed,historical_flake_rate,commit_count,unique_developers,lines_added,lines_deleted,code_churn,file_age_days,commit_frequency
elasticsearch-ev00831,elasticsearch,shield/docs/public/setting-up-authentication/configuring-active-directory-realm.asciidoc,1,TypeError,6,0,1,1,0,0,0,0,0.26570085094717,5.0,2.0,219.0,388.0,607.0,130.67,0.0383
elasticsearch-ev00831,elasticsearch,docs/changelog/109204.yaml,0,TypeError,6,0,1,1,0,0,0,0,0.26570085094717,2.0,2.0,5.0,5.0,10.0,60.32,0.0332
elasticsearch-ev00831,elasticsearch,server/src/main/java/org/elasticsearch/search/aggregations/metrics/ParsedHDRPercentileRanks.java,1,TypeError,6,0,1,1,0,0,0,0,0.26570085094717,6.0,6.0,13.0,76.0,89.0,1486.92,0.004
elasticsearch-ev00832,elasticsearch,elasticsearch/x-pack/shield/src/test/resources/org/elasticsearch/shield/authz/store/roles.yml,0,Other,8,200,1,0,0,0,1,0,0.09956665438501751,2.0,1.0,39.0,24.0,63.0,6.91,0.2894
elasticsearch-ev00832,elasticsearch,modules/data-streams/src/internalClusterTest/java/org/elasticsearch/datastreams/FailureStoreMetricsWithIncrementalBulkIT.java,1,Other,8,200,1,0,0,0,1,0,0.09956665438501751,3.0,3.0,256.0,4.0,260.0,111.42,0.0269
elasticsearch-ev00832,elasticsearch,src/main/java/org/elasticsearch/shield/transport/netty/NettySecuredTransportModule.java,1,Other,8,200,1,0,0,0,1,0,0.09956665438501751,5.0,2.0,46.0,12.0,58.0,100.64,0.0497
elasticsearch-ev00832,elasticsearch,{src => core/src}/main/java/org/elasticsearch/env/Environment.java,0,Other,8,200,1,0,0,0,1,0,0.09956665438501751,1.0,1.0,0.0,0.0,0.0,0.0,0.0
elasticsearch-ev00832,elasticsearch,server/src/main/java/org/elasticsearch/search/vectors/VectorSimilarityQuery.java,1,Other,8,200,1,0,0,0,1,0,0.09956665438501751,7.0,6.0,193.0,20.0,213.0,971.91,0.0072
elasticsearch-ev00833,elasticsearch,x-pack/plugin/data-frame/src/main/java/org/elasticsearch/xpack/dataframe/transforms/pivot/TermsGroupSource.java,0,Other,8,500,0,0,0,0,0,1,0.05677087564794748,1.0,1.0,50.0,0.0,50.0,0.0,0.0
elasticsearch-ev00833,elasticsearch,modules/parent-join/src/main/java/org/elasticsearch/join/query/HasChildQueryBuilder.java,1,Other,8,500,0,0,0,0,0,1,0.05677087564794748,43.0,21.0,325.0,249.0,574.0,3229.82,0.0133
elasticsearch-ev00833,elasticsearch,docs/changelog/118266.yaml,0,Other,8,500,0,0,0,0,0,1,0.05677087564794748,2.0,2.0,5.0,5.0,10.0,75.92,0.0263
elasticsearch-ev00833,elasticsearch,x-pack/plugin/ml/src/main/java/org/elasticsearch/xpack/ml/inference/pytorch/process/NativePyTorchProcess.java,1,Other,8,500,0,0,0,0,0,1,0.05677087564794748,8.0,5.0,89.0,6.0,95.0,932.25,0.0086
elasticsearch-ev00833,elasticsearch,server/src/main/java/org/elasticsearch/client/{ => internal}/package-info.java,1,Other,8,500,0,0,0,0,0,1,0.05677087564794748,1.0,1.0,1.0,1.0,2.0,0.0,0.0
elasticsearch-ev00834,elasticsearch,server/src/test/java/org/elasticsearch/search/aggregations/bucket/terms/SignificantLongTermsTests.java,1,AttributeError,3,404,0,0,0,0,0,0,0.09738520461948089,11.0,8.0,129.0,143.0,272.0,1400.7,0.0079
elasticsearch-ev00834,elasticsearch,modules/lang-painless/src/main/generated/whitelist-json/painless-aggs_init.json,0,AttributeError,3,404,0,0,0,0,0,0,0.09738520461948089,1.0,1.0,1.0,0.0,1.0,0.0,0.0
elasticsearch-ev00834,elasticsearch,server/src/main/java/org/elasticsearch/plugins/PluginsService.java,1,AttributeError,3,404,0,0,0,0,0,0,0.09738520461948089,88.0,30.0,1558.0,1568.0,3126.0,2914.32,0.0302
elasticsearch-ev00834,elasticsearch,elasticsearch/x-pack/shield/src/test/java/org/elasticsearch/shield/authz/accesscontrol/DocumentSubsetReaderTests.java,1,AttributeError,3,404,0,0,0,0,0,0,0.09738520461948089,5.0,5.0,30.0,23.0,53.0,79.46,0.0629
elasticsearch-ev00834,elasticsearch,x-pack/qa/multi-cluster-search-security/{src/test/resources/rest-api-spec/test/multi_cluster => legacy-with-basic-license/src/test/resources/rest-api-spec/test/querying_cluster}/60_skip_shards.yml,0,AttributeError,3,404,0,0,0,0,0,0,0.09738520461948089,1.0,1.0,0.0,0.0,0.0,0.0,0.0
elasticsearch-ev00834,elasticsearch,test/framework/src/test/java/org/elasticsearch/transport/nio/TestEventHandlerTests.java,1,AttributeError,3,404,0,0,0,0,0,0,0.09738520461948089,7.0,4.0,130.0,130.0,260.0,1045.66,0.0067
elasticsearch-ev00834,elasticsearch,qa/smoke-test-plugins/{ => src/test/resources}/rest-api-spec/test/smoke_test_plugins/10_basic.yaml,0,AttributeError,3,404,0,0,0,0,0,0,0.09738520461948089,1.0,1.0,0.0,0.0,0.0,0.0,0.0
elasticsearch-ev00835,elasticsearch,server/src/main/java/org/elasticsearch/common/geo/GeometryIO.java,1,ConnectionError,2,0,1,0,0,0,0,0,0.2678211896877479,7.0,3.0,371.0,70.0,441.0,1878.1,0.0037
elasticsearch-ev00835,elasticsearch,server/src/test/java/org/elasticsearch/action/synonyms/PutSynonymsActionRequestSerializingTests.java,1,ConnectionError,2,0,1,0,0,0,0,0,0.2678211896877479,7.0,4.0,75.0,30.0,105.0,870.26,0.008
elasticsearch-ev00835,elasticsearch,rest-api-spec/src/main/resources/rest-api-spec/api/security.clear_api_key_cache.json,0,ConnectionError,2,0,1,0,0,0,0,0,0.2678211896877479,3.0,1.0,22.0,21.0,43.0,48.89,0.0614
elasticsearch-ev00836,elasticsearch,src/main/java/org/elasticsearch/search/facet/statistical/StatisticalScriptFacetBuilder.java,1,AssertionError,0,0,0,0,0,0,0,0,0.15190978955703094,5.0,4.0,17.0,132.0,149.0,981.54,0.0051
elasticsearch-ev00836,elasticsearch,server/src/internalClusterTest/java/org/elasticsearch/indices/SystemIndexManagerIT.java,1,AssertionError,0,0,0,0,0,0,0,0,0.15190978955703094,10.0,6.0,316.0,161.0,477.0,879.89,0.0114
elasticsearch-ev00836,elasticsearch,core/src/main/java/org/elasticsearch/plugins/PluginCli.java,1,AssertionError,0,0,0,0,0,0,0,0,0.15190978955703094,13.0,4.0,187.0,132.0,319.0,316.95,0.041
elasticsearch-ev00836,elasticsearch,rest-api-spec/src/main/resources/rest-api-spec/api/slm.get_stats.json,0,AssertionError,0,0,0,0,0,0,0,0,0.15190978955703094,5.0,1.0,35.0,22.0,57.0,288.51,0.0173
elasticsearch-ev00836,elasticsearch,x-pack/plugin/rank-rrf/src/yamlRestTest/java/org/elasticsearch/xpack/rank/rrf/LinearRankClientYamlTestSuiteIT.java,0,AssertionError,0,0,0,0,0,0,0,0,0.15190978955703094,3.0,3.0,51.0,1.0,52.0,210.58,0.0142
elasticsearch-ev00836,elasticsearch,x-pack/plugin/inference/src/test/java/org/elasticsearch/index/query/SemanticSparseVectorQueryRewriteInterceptorTests.java,1,AssertionError,0,0,0,0,0,0,0,0,0.15190978955703094,4.0,3.0,192.0,29.0,221.0,265.95,0.015
elasticsearch-ev00836,elasticsearch,{elasticsearch => plugin}/src/main/java/org/elasticsearch/xpack/ml/job/process/autodetect/writer/JsonRecordReader.java,0,AssertionError,0,0,0,0,0,0,0,0,0.15190978955703094,1.0,1.0,0.0,0.0,0.0,0.0,0.0
elasticsearch-ev00837,elasticsearch,docs/reference/release-notes/8.13.2.asciidoc,1,KeyError,5,0,1,0,0,0,0,0,0.06780249272781613,10.0,7.0,78.0,64.0,142.0,205.36,0.0487
elasticsearch-ev00837,elasticsearch,plugins/analysis-nori/licenses/lucene-analysis-nori-9.3.0.jar.sha1,0,KeyError,5,0,1,0,0,0,0,0,0.06780249272781613,1.0,1.0,1.0,0.0,1.0,0.0,0.0
elasticsearch-ev00837,elasticsearch,x-pack/snapshot-tool/licenses/grpc-context-LICENSE.txt,0,KeyError,5,0,1,0,0,0,0,0,0.06780249272781613,2.0,2.0,202.0,202.0,404.0,160.88,0.0124
elasticsearch-ev00837,elasticsearch,elasticsearch/x-pack/watcher/src/test/java/org/elasticsearch/{ => xpack}/watcher/transport/action/execute/ExecuteWatchTests.java,0,KeyError,5,0,1,0,0,0,0,0,0.06780249272781613,1.0,1.0,24.0,24.0,48.0,0.0,0.0
elasticsearch-ev00837,elasticsearch,modules/lang-mustache/src/test/java/org/elasticsearch/script/mustache/MustacheScriptEngineTests.java,1,KeyError,5,0,1,0,0,0,0,0,0.06780249272781613,34.0,15.0,533.0,227.0,760.0,3651.91,0.0093
elasticsearch-ev00837,elasticsearch,buildSrc/src/main/java/org/elasticsearch/gradle/docker/DockerSupportPlugin.java,1,KeyError,5,0,1,0,0,0,0,0,0.06780249272781613,4.0,2.0,90.0,33.0,123.0,347.23,0.0115
elasticsearch-ev00837,elasticsearch,x-pack/plugin/security/src/test/java/org/elasticsearch/xpack/security/authc/jwt/JwtRealmAuthenticateTests.java,1,KeyError,5,0,1,0,0,0,0,0,0.06780249272781613,24.0,7.0,992.0,290.0,1282.0,1365.19,0.0176
elasticsearch-ev00838,elasticsearch,server/src/main/java/org/elasticsearch/script/FilterScript.java,1,AssertionError,0,400,1,1,0,0,0,0,0.5641745827715922,6.0,3.0,24.0,42.0,66.0,2286.3,0.0026
elasticsearch-ev00838,elasticsearch,docs/reference/setup/install/deb.asciidoc,1,AssertionError,0,400,1,1,0,0,0,0,0.5641745827715922,54.0,21.0,378.0,378.0,756.0,3252.12,0.0166
elasticsearch-ev00838,elasticsearch,core/src/test/java/org/elasticsearch/indices/{cache/query/terms => }/TermsLookupTests.java,0,AssertionError,0,400,1,1,0,0,0,0,0.5641745827715922,1.0,1.0,2.0,1.0,3.0,0.0,0.0
elasticsearch-ev00838,elasticsearch,core/src/main/java/org/apache/lucene/analysis/miscellaneous/DuplicateSequenceAttribute.java,0,AssertionError,0,400,1,1,0,0,0,0,0.5641745827715922,1.0,1.0,35.0,0.0,35.0,0.0,0.0
elasticsearch-ev00838,elasticsearch,x-pack/plugin/logstash/src/main/java/org/elasticsearch/xpack/logstash/action/PutPipelineRequest.java,1,AssertionError,0,400,1,1,0,0,0,0,0.5641745827715922,5.0,5.0,82.0,6.0,88.0,1708.7,0.0029
elasticsearch-ev00839,elasticsearch,src/test/java/org/elasticsearch/script/GroovySandboxScriptTests.java,1,KeyError,5,400,0,0,0,0,1,0,0.12734330706576305,11.0,3.0,177.0,177.0,354.0,337.11,0.0326
elasticsearch-ev00839,elasticsearch,src/test/java/org/elasticsearch/test/unit/common/lucene/uid/VersionsTests.java,1,KeyError,5,400,0,0,0,0,1,0,0.12734330706576305,4.0,2.0,313.0,28.0,341.0,93.7,0.0427
elasticsearch-ev00839,elasticsearch,x-pack/plugin/esql/src/main/generated/org/elasticsearch/xpack/esql/expression/function/scalar/math/ExpUnsignedLongEvaluator.java,1,KeyError,5,400,0,0,0,0,1,0,0.12734330706576305,8.0,4.0,162.0,31.0,193.0,587.99,0.0136
elasticsearch-ev00839,elasticsearch,plugins/analysis-smartcn/src/main/java/org/elasticsearch/plugin/analysis/smartcn/SmartChineseTokenizerTokenizerFactory.java,0,KeyError,5,400,0,0,0,0,1,0,0.12734330706576305,2.0,2.0,6.0,5.0,11.0,87.0,0.023
elasticsearch-ev00839,elasticsearch,x-pack/plugin/inference/src/main/java/org/elasticsearch/xpack/inference/services/elasticsearch/BaseElasticsearchInternalService.java,0,KeyError,5,400,0,0,0,0,1,0,0.12734330706576305,21.0,7.0,476.0,126.0,602.0,462.07,0.0454
elasticsearch-ev00840,elasticsearch,server/src/test/java/org/elasticsearch/action/search/FetchLookupFieldsPhaseTests.java,1,AssertionError,0,0,1,0,0,0,0,0,0.18106270424251847,17.0,6.0,461.0,220.0,681.0,1493.49,0.0114
elasticsearch-ev00840,elasticsearch,docs/reference/esql/functions/signature/to_cartesianshape.svg,1,AssertionError,0,0,1,0,0,0,0,0,0.18106270424251847,2.0,2.0,2.0,1.0,3.0,15.14,0.1321
elasticsearch-ev00840,elasticsearch,x-pack/plugin/enrich/qa/rest-with-security/build.gradle,0,AssertionError,0,0,1,0,0,0,0,0,0.18106270424251847,15.0,8.0,89.0,89.0,178.0,2222.02,0.0068
elasticsearch-ev00840,elasticsearch,modules/benchmark/micro/src/main/java/org/elasticsearch/benchmark/checksum/ChecksumBenchmarkTest.java,0,AssertionError,0,0,1,0,0,0,0,0,0.18106270424251847,3.0,1.0,87.0,1.0,88.0,148.62,0.0202
elasticsearch-ev00840,elasticsearch,x-pack/{qa/smoke-test-watcher-with-security => plugin/watcher/qa/with-security}/roles.yml,0,AssertionError,0,0,1,0,0,0,0,0,0.18106270424251847,1.0,1.0,0.0,0.0,0.0,0.0,0.0
elasticsearch-ev00840,elasticsearch,modules/data-streams/src/main/java/org/elasticsearch/datastreams/lifecycle/rest/RestPutDataStreamLifecycleAction.java,1,AssertionError,0,0,1,0,0,0,0,0,0.18106270424251847,9.0,5.0,46.0,27.0,73.0,610.07,0.0148
elasticsearch-ev00841,elasticsearch,src/test/java/org/elasticsearch/test/ImmutableTestCluster.java,1,TypeError,6,0,0,0,0,1,0,0,0.35317042084240946,16.0,3.0,375.0,375.0,750.0,80.68,0.1983
elasticsearch-ev00841,elasticsearch,core/src/main/java/org/elasticsearch/search/aggregations/metrics/percentiles/{PercentilesAggregatorBuilder.java => PercentilesAggregationBuilder.java},0,TypeError,6,0,0,0,0,1,0,0,0.35317042084240946,1.0,1.0,10.0,10.0,20.0,0.0,0.0
elasticsearch-ev00841,elasticsearch,x-pack/plugin/sql/qa/server/src/main/resources/logs.csv,1,TypeError,6,0,0,0,0,1,0,0,0.35317042084240946,1.0,1.0,1.0,0.0,1.0,0.0,0.0
elasticsearch-ev00841,elasticsearch,core/src/test/java/org/elasticsearch/watcher/ResourceWatcherServiceTests.java,1,TypeError,6,0,0,0,0,1,0,0,0.35317042084240946,7.0,6.0,14.0,19.0,33.0,491.03,0.0143
elasticsearch-ev00841,elasticsearch,rest-api-spec/src/yamlRestTest/resources/rest-api-spec/test/health/30_feature.yml,0,TypeError,6,0,0,0,0,1,0,0,0.35317042084240946,11.0,7.0,71.0,34.0,105.0,756.64,0.0145
elasticsearch-ev00841,elasticsearch,{shield => elasticsearch/shield}/src/main/resources/org/elasticsearch/shield/authc/esusers/tool/esusers-useradd.help,0,TypeError,6,0,0,0,0,1,0,0,0.35317042084240946,1.0,1.0,0.0,0.0,0.0,0.0,0.0
elasticsearch-ev00842,elasticsearch,server/src/main/java/org/elasticsearch/lucene/util/CombinedBitSet.java,0,ConnectionError,2,0,1,0,0,0,0,0,0.00487040323610254,5.0,4.0,25.0,133.0,158.0,1448.27,0.0035
elasticsearch-ev00842,elasticsearch,x-pack/plugin/downsample/src/main/java/org/elasticsearch/xpack/downsample/TransportDownsampleIndexerAction.java,1,ConnectionError,2,0,1,0,0,0,0,0,0.00487040323610254,11.0,9.0,29.0,226.0,255.0,551.96,0.0199
elasticsearch-ev00842,elasticsearch,server/src/main/java/org/elasticsearch/script/field/EmptyField.java,0,ConnectionError,2,0,1,0,0,0,0,0,0.00487040323610254,6.0,3.0,51.0,50.0,101.0,1094.06,0.0055
elasticsearch-ev00842,elasticsearch,x-pack/plugin/inference/src/main/java/org/elasticsearch/xpack/inference/services/groq/action/GroqActionCreator.java,0,ConnectionError,2,0,1,0,0,0,0,0,0.00487040323610254,1.0,1.0,60.0,0.0,60.0,0.0,0.0
elasticsearch-ev00842,elasticsearch,plugins/repository-s3/src/main/java/org/elasticsearch/repositories/s3/S3BlobContainer.java,1,ConnectionError,2,0,1,0,0,0,0,0,0.00487040323610254,40.0,12.0,943.0,522.0,1465.0,1687.45,0.0237
elasticsearch-ev00842,elasticsearch,x-pack/plugin/esql/qa/testFixtures/src/main/resources/mmr.csv-spec,0,ConnectionError,2,0,1,0,0,0,0,0,0.00487040323610254,3.0,2.0,177.0,5.0,182.0,45.85,0.0654
elasticsearch-ev00842,elasticsearch,server/src/internalClusterTest/java/org/elasticsearch/synonyms/SynonymsManagementAPIServiceIT.java,1,ConnectionError,2,0,1,0,0,0,0,0,0.00487040323610254,7.0,3.0,558.0,141.0,699.0,479.02,0.0146
elasticsearch-ev00842,elasticsearch,x-pack/plugin/transform/src/test/java/org/elasticsearch/xpack/transform/action/TransportGetCheckpointActionTests.java,1,ConnectionError,2,0,1,0,0,0,0,0,0.00487040323610254,5.0,3.0,218.0,85.0,303.0,856.17,0.0058
elasticsearch-ev00843,elasticsearch,build-tools-internal/src/main/java/org/elasticsearch/gradle/internal/release/ValidateChangelogEntryTask.java,0,TimeoutError,1,400,1,1,0,0,0,0,0.07814378428083028,5.0,2.0,150.0,150.0,300.0,391.23,0.0128
elasticsearch-ev00843,elasticsearch,elasticsearch/x-pack/src/main/java/org/elasticsearch/xpack/notification/email/Attachment.java,0,TimeoutError,1,400,1,1,0,0,0,0,0.07814378428083028,2.0,2.0,94.0,19.0,113.0,4.23,0.4728
elasticsearch-ev00843,elasticsearch,plugin/src/test/java/org/elasticsearch/xpack/security/transport/ssl/EllipticCurveSSLTests.java,1,TimeoutError,1,400,1,1,0,0,0,0,0.07814378428083028,4.0,3.0,125.0,3.0,128.0,143.12,0.0279
elasticsearch-ev00843,elasticsearch,modules/elasticsearch/src/main/java/org/elasticsearch/monitor/sigar/SigarService.java,1,TimeoutError,1,400,1,1,0,0,0,0,0.07814378428083028,4.0,2.0,69.0,5.0,74.0,446.89,0.009
elasticsearch-ev00843,elasticsearch,x-pack/qa/rolling-upgrade/src/test/java/org/elasticsearch/upgrades/TransformSurvivesUpgradeIT.java,1,TimeoutError,1,400,1,1,0,0,0,0,0.07814378428083028,37.0,17.0,348.0,320.0,668.0,2190.76,0.0169
elasticsearch-ev00843,elasticsearch,server/src/test/java/org/elasticsearch/search/sort/SortValueTests.java,1,TimeoutError,1,400,1,1,0,0,0,0,0.07814378428083028,14.0,9.0,309.0,71.0,380.0,1673.34,0.0084
elasticsearch-ev00843,elasticsearch,watcher/src/test/java/org/elasticsearch/watcher/execution/ExecutionServiceTests.java,0,TimeoutError,1,400,1,1,0,0,0,0,0.07814378428083028,7.0,4.0,59.0,69.0,128.0,87.32,0.0802
elasticsearch-ev00844,elasticsearch,src/main/java/jsr166y/TransferQueue.java,0,ConnectionError,2,404,1,0,0,0,0,0,0.06389000246014685,2.0,1.0,133.0,133.0,266.0,674.52,0.003
elasticsearch-ev00844,elasticsearch,x-pack/plugin/ml/src/test/java/org/elasticsearch/xpack/ml/filestructurefinder/TextLogFileStructureFinderFactoryTests.java,0,ConnectionError,2,404,1,0,0,0,0,0,0.06389000246014685,2.0,2.0,2.0,2.0,4.0,548.22,0.0036
elasticsearch-ev00844,elasticsearch,x-pack/plugin/ilm/qa/multi-node/src/javaRestTest/java/org/elasticsearch/xpack/ilm/TimeseriesMoveToStepIT.java,1,ConnectionError,2,404,1,0,0,0,0,0,0.06389000246014685,16.0,13.0,811.0,310.0,1121.0,1822.35,0.0088
elasticsearch-ev00844,elasticsearch,x-pack/plugin/vectors/src/test/java/org/elasticsearch/xpack/vectors/mapper/DenseVectorFieldMapperTests.java,1,ConnectionError,2,404,1,0,0,0,0,0,0.06389000246014685,31.0,10.0,832.0,231.0,1063.0,1050.09,0.0295
elasticsearch-ev00844,elasticsearch,x-pack/plugin/core/src/test/java/org/elasticsearch/xpack/core/ml/job/results/AnomalyRecordTests.java,1,ConnectionError,2,404,1,0,0,0,0,0,0.06389000246014685,16.0,13.0,92.0,39.0,131.0,1704.95,0.0094
elasticsearch-ev00845,elasticsearch,docs/changelog/103474.yaml,1,KeyError,5,0,1,1,0,0,0,0,0.18125786971414856,2.0,2.0,6.0,6.0,12.0,27.8,0.0719
elasticsearch-ev00845,elasticsearch,docs/changelog/91456.yaml,1,KeyError,5,0,1,1,0,0,0,0,0.18125786971414856,2.0,2.0,5.0,5.0,10.0,6.42,0.3115
elasticsearch-ev00845,elasticsearch,modules/test/integration/src/test/java/org/elasticsearch/test/integration/search/embedded/ThreeShardsEmbeddedSearchTests.java,0,KeyError,5,0,1,1,0,0,0,0,0.18125786971414856,5.0,3.0,25.0,20.0,45.0,151.47,0.033
elasticsearch-ev00846,elasticsearch,plugin/core/src/main/java/org/elasticsearch/xpack/core/logstash/LogstashFeatureSetUsage.java,1,ValueError,4,404,0,0,0,0,0,0,0.23045375437189528,1.0,1.0,24.0,0.0,24.0,0.0,0.0
elasticsearch-ev00846,elasticsearch,x-pack/plugin/sql/qa/src/main/java/org/elasticsearch/xpack/sql/qa/cli/ErrorsTestCase.java,1,ValueError,4,404,0,0,0,0,0,0,0.23045375437189528,6.0,3.0,31.0,9.0,40.0,487.06,0.0123
elasticsearch-ev00846,elasticsearch,docs/reference/esql/processing-commands/{project.asciidoc => keep.asciidoc},0,ValueError,4,404,0,0,0,0,0,0,0.23045375437189528,1.0,1.0,7.0,7.0,14.0,0.0,0.0
elasticsearch-ev00846,elasticsearch,elasticsearch/src/test/java/org/elasticsearch/OldSecurityIndexBackwardsCompatibilityIT.java,1,ValueError,4,404,0,0,0,0,0,0,0.23045375437189528,4.0,3.0,29.0,4.0,33.0,1.46,2.7397
elasticsearch-ev00846,elasticsearch,{modules/elasticsearch/src => src}/main/java/org/elasticsearch/action/bulk/TransportBulkAction.java,0,ValueError,4,404,0,0,0,0,0,0,0.23045375437189528,1.0,1.0,0.0,0.0,0.0,0.0,0.0
elasticsearch-ev00846,elasticsearch,elasticsearch/{license/plugin-api => x-pack/license-plugin}/src/test/java/org/elasticsearch/license/plugin/core/LicenseUtilsTests.java,1,ValueError,4,404,0,0,0,0,0,0,0.23045375437189528,1.0,1.0,0.0,0.0,0.0,0.0,0.0
elasticsearch-ev00846,elasticsearch,distribution/licenses/lucene-queryparser-5.5.0.jar.sha1,0,ValueError,4,404,0,0,0,0,0,0,0.23045375437189528,2.0,2.0,1.0,1.0,2.0,15.44,0.1295
elasticsearch-ev00846,elasticsearch,{plugins => modules}/repository-azure/licenses/reactive-streams-LICENSE.txt,0,ValueError,4,404,0,0,0,0,0,0,0.23045375437189528,1.0,1.0,0.0,0.0,0.0,0.0,0.0
elasticsearch-ev00847,elasticsearch,client/rest-high-level/src/main/java/org/elasticsearch/client/ml/GetCategoriesResponse.java,1,TypeError,6,0,1,0,0,0,1,0,0.1933455079435035,6.0,5.0,95.0,95.0,190.0,1252.99,0.0048
elasticsearch-ev00847,elasticsearch,elasticsearch/x-pack/watcher/src/test/java/org/elasticsearch/xpack/watcher/transform/TransformIntegrationTests.java,1,TypeError,6,0,1,0,0,0,1,0,0.1933455079435035,9.0,6.0,113.0,58.0,171.0,5.13,1.7544
elasticsearch-ev00847,elasticsearch,modules/elasticsearch/src/main/java/org/elasticsearch/util/gnu/trove/decorator/TShortByteHashMapDecorator.java,0,TypeError,6,0,1,0,0,0,1,0,0.1933455079435035,2.0,1.0,367.0,367.0,734.0,127.01,0.0157
elasticsearch-ev00847,elasticsearch,x-pack/plugin/slm/src/main/java/org/elasticsearch/xpack/slm/SnapshotLifecycleTask.java,1,TypeError,6,0,1,0,0,0,1,0,0.1933455079435035,16.0,7.0,420.0,128.0,548.0,546.7,0.0293
elasticsearch-ev00847,elasticsearch,plugins/analysis-nori/src/test/java/org/elasticsearch/index/analysis/NoriClientYamlTestSuiteIT.java,0,TypeError,6,0,1,0,0,0,1,0,0.1933455079435035,1.0,1.0,39.0,0.0,39.0,0.0,0.0
elasticsearch-ev00847,elasticsearch,src/main/java/org/elasticsearch/watcher/trigger/schedule/{quartz => engine}/QuartzScheduleTriggerEngine.java,0,TypeError,6,0,1,0,0,0,1,0,0.1933455079435035,1.0,1.0,44.0,36.0,80.0,0.0,0.0
elasticsearch-ev00848,elasticsearch,qa/third-party/active-directory/src/test/java/org/elasticsearch/xpack/security/authc/ldap/UserAttributeGroupsResolverTests.java,1,TypeError,6,404,0,0,0,0,0,0,0.13923190559809442,1.0,1.0,0.0,2.0,2.0,0.0,0.0
elasticsearch-ev00848,elasticsearch,x-pack/plugin/esql/compute/src/test/java/org/elasticsearch/compute/lucene/read/SingletonOrdinalsBuilderTests.java,1,TypeError,6,404,0,0,0,0,0,0,0.13923190559809442,7.0,3.0,147.0,52.0,199.0,197.94,0.0354
elasticsearch-ev00848,elasticsearch,src/main/java/org/elasticsearch/repositories/RepositoryException.java,1,TypeError,6,404,0,0,0,0,0,0,0.13923190559809442,3.0,2.0,56.0,9.0,65.0,58.89,0.0509
elasticsearch-ev00848,elasticsearch,docs/reference/ingest/processors/drop.asciidoc,1,TypeError,6,404,0,0,0,0,0,0,0.13923190559809442,3.0,3.0,27.0,27.0,54.0,2261.16,0.0013
elasticsearch-ev00848,elasticsearch,x-pack/qa/smoke-test-security-with-mustache/src/test/java/org/elasticsearch/smoketest/SmokeTestSecurityWithMustacheClientYamlTestSuiteIT.java,0,TypeError,6,404,0,0,0,0,0,0,0.13923190559809442,4.0,3.0,9.0,10.0,19.0,926.33,0.0043
elasticsearch-ev00848,elasticsearch,core/src/test/java/org/elasticsearch/script/mustache/MustacheTests.java,0,TypeError,6,404,0,0,0,0,0,0,0.13923190559809442,1.0,1.0,1.0,3.0,4.0,0.0,0.0
elasticsearch-ev00848,elasticsearch,server/src/main/java/org/elasticsearch/index/fielddata/plain/{BytesBinaryDVAtomicFieldData.java => BytesBinaryDVLeafFieldData.java},0,TypeError,6,404,0,0,0,0,0,0,0.13923190559809442,1.0,1.0,3.0,3.0,6.0,0.0,0.0
elasticsearch-ev00849,elasticsearch,src/main/java/org/elasticsearch/index/query/IndexQueryParserService.java,1,TimeoutError,1,400,1,1,0,0,0,0,0.0357813018913014,32.0,10.0,257.0,146.0,403.0,1266.69,0.0253
elasticsearch-ev00849,elasticsearch,x-pack/plugin/core/src/test/java/org/elasticsearch/xpack/core/slm/history/SnapshotHistoryItemTests.java,1,TimeoutError,1,400,1,1,0,0,0,0,0.0357813018913014,3.0,2.0,76.0,27.0,103.0,266.73,0.0112
elasticsearch-ev00849,elasticsearch,modules/reindex/src/test/java/org/elasticsearch/index/reindex/remote/RemoteInfoTests.java,0,TimeoutError,1,400,1,1,0,0,0,0,0.0357813018913014,9.0,5.0,78.0,43.0,121.0,1720.21,0.0052
elasticsearch-ev00850,elasticsearch,{core => server}/src/main/java/org/elasticsearch/search/aggregations/bucket/MultiBucketsAggregation.java,0,AssertionError,0,200,1,0,0,1,1,0,0.023250891404400263,1.0,1.0,0.0,0.0,0.0,0.0,0.0
elasticsearch-ev00850,elasticsearch,docs/changelog/91438.yaml,1,AssertionError,0,200,1,0,0,1,1,0,0.023250891404400263,2.0,2.0,6.0,6.0,12.0,60.87,0.0329
elasticsearch-ev00850,elasticsearch,src/main/java/org/elasticsearch/monitor/jvm/DeadlockAnalyzer.java,1,AssertionError,0,200,1,0,0,1,1,0,0.023250891404400263,3.0,2.0,22.0,19.0,41.0,842.59,0.0036
elasticsearch-ev00850,elasticsearch,rest-api-spec/src/{main => yamlRestTest}/resources/rest-api-spec/test/indices.create/10_basic.yml,0,AssertionError,0,200,1,0,0,1,1,0,0.023250891404400263,1.0,1.0,0.0,0.0,0.0,0.0,0.0
elasticsearch-ev00850,elasticsearch,plugins/transport-nio/licenses/netty-common-4.1.45.Final.jar.sha1,0,AssertionError,0,200,1,0,0,1,1,0,0.023250891404400263,2.0,1.0,1.0,1.0,2.0,90.18,0.0222
