event_id,n_files,n_defects,p1,p3,r5,mrr,triage_s,method
d4j-Closure-80,5,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Closure-81,5,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Closure-82,4,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Closure-83,6,1,0.0,0.0,1.0,0.2,15.0,fail_only
d4j-Closure-84,7,1,0.0,0.0,1.0,0.25,12.0,fail_only
d4j-Closure-85,6,1,0.0,0.0,1.0,0.2,15.0,fail_only
d4j-Closure-86,7,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Closure-87,8,1,0.0,0.0,0.0,0.125,24.0,fail_only
d4j-Closure-88,4,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-Closure-89,8,2,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-Closure-90,3,2,0.0,0.6666666666666666,1.0,0.5,6.0,fail_only
d4j-Closure-91,8,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-Closure-92,8,1,0.0,0.0,0.0,0.14285714285714285,21.0,fail_only
d4j-Closure-94,6,1,0.0,0.0,1.0,0.2,15.0,fail_only
d4j-Closure-95,5,1,0.0,0.0,1.0,0.25,12.0,fail_only
d4j-Closure-96,8,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-Closure-97,7,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Closure-98,3,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-Closure-99,7,1,0.0,0.0,0.0,0.14285714285714285,21.0,fail_only
d4j-Closure-100,8,1,0.0,0.0,0.0,0.125,24.0,fail_only
d4j-Closure-101,7,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Closure-102,6,1,0.0,0.0,0.0,0.16666666666666666,18.0,fail_only
d4j-Closure-103,6,2,0.0,0.0,0.5,0.25,12.0,fail_only
d4j-Closure-104,3,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Closure-105,3,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-Closure-106,8,2,0.0,0.0,0.5,0.25,12.0,fail_only
d4j-Closure-107,8,1,0.0,0.0,1.0,0.2,15.0,fail_only
d4j-Closure-108,5,1,0.0,0.0,1.0,0.2,15.0,fail_only
d4j-Closure-109,4,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Closure-110,7,2,0.0,0.3333333333333333,0.5,0.3333333333333333,9.0,fail_only
d4j-Closure-111,5,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Closure-112,4,1,0.0,0.0,1.0,0.25,12.0,fail_only
d4j-Closure-113,8,1,0.0,0.0,0.0,0.125,24.0,fail_only
d4j-Closure-114,6,1,0.0,0.0,1.0,0.2,15.0,fail_only
d4j-Closure-115,7,1,0.0,0.0,1.0,0.25,12.0,fail_only
d4j-Closure-116,7,1,0.0,0.0,0.0,0.14285714285714285,21.0,fail_only
d4j-Closure-117,6,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Closure-118,4,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Closure-119,6,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Closure-120,3,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-Closure-121,3,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-Closure-122,6,1,0.0,0.0,0.0,0.16666666666666666,18.0,fail_only
d4j-Closure-123,8,1,0.0,0.0,0.0,0.125,24.0,fail_only
d4j-Closure-124,3,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Closure-125,4,1,0.0,0.0,1.0,0.25,12.0,fail_only
d4j-Closure-126,8,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-Closure-127,5,1,0.0,0.0,1.0,0.2,15.0,fail_only
d4j-Closure-128,3,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Closure-129,3,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Closure-130,3,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Closure-131,3,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Closure-132,6,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Closure-133,6,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-Closure-134,5,2,0.0,0.6666666666666666,1.0,0.5,6.0,fail_only
d4j-Closure-135,3,2,1.0,0.6666666666666666,1.0,1.0,3.0,fail_only
d4j-Closure-136,3,2,1.0,0.6666666666666666,1.0,1.0,3.0,fail_only
d4j-Closure-137,7,3,0.0,0.6666666666666666,0.6666666666666666,0.5,6.0,fail_only
d4j-Closure-138,6,2,1.0,0.6666666666666666,1.0,1.0,3.0,fail_only
d4j-Closure-139,7,1,0.0,0.0,0.0,0.16666666666666666,18.0,fail_only
d4j-Closure-140,3,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Closure-141,5,2,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Closure-142,3,2,1.0,0.6666666666666666,1.0,1.0,3.0,fail_only
d4j-Closure-143,6,2,0.0,0.3333333333333333,0.5,0.5,6.0,fail_only
d4j-Closure-144,4,4,1.0,1.0,1.0,1.0,3.0,fail_only
d4j-Closure-145,6,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Closure-146,5,1,0.0,0.0,1.0,0.25,12.0,fail_only
d4j-Closure-147,7,5,1.0,0.6666666666666666,0.8,1.0,3.0,fail_only
d4j-Closure-148,6,2,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Closure-149,6,4,1.0,1.0,1.0,1.0,3.0,fail_only
d4j-Closure-150,3,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Closure-151,3,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Closure-152,6,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Closure-153,4,2,1.0,0.6666666666666666,1.0,1.0,3.0,fail_only
d4j-Closure-154,6,2,0.0,0.3333333333333333,0.5,0.3333333333333333,9.0,fail_only
d4j-Closure-155,8,3,1.0,0.3333333333333333,0.6666666666666666,1.0,3.0,fail_only
d4j-Closure-156,8,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Closure-157,4,3,1.0,1.0,1.0,1.0,3.0,fail_only
d4j-Closure-158,7,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,9.0,fail_only
d4j-Closure-159,8,1,0.0,0.0,1.0,0.2,15.0,fail_only
d4j-Closure-160,8,1,0.0,0.0,1.0,0.2,15.0,fail_only
d4j-Closure-161,8,1,0.0,0.0,1.0,0.2,15.0,fail_only
d4j-Closure-162,3,2,1.0,0.6666666666666666,1.0,1.0,3.0,fail_only
d4j-Closure-163,3,2,1.0,0.6666666666666666,1.0,1.0,3.0,fail_only
d4j-Closure-164,7,1,0.0,0.0,1.0,0.2,15.0,fail_only
d4j-Closure-165,6,4,0.0,0.6666666666666666,1.0,0.5,6.0,fail_only
d4j-Closure-166,5,1,0.0,0.0,1.0,0.2,15.0,fail_only
d4j-Closure-167,7,2,0.0,0.3333333333333333,0.5,0.5,6.0,fail_only
d4j-Closure-168,7,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Closure-169,7,5,1.0,0.6666666666666666,0.8,1.0,3.0,fail_only
d4j-Closure-170,5,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Closure-171,8,2,0.0,0.0,0.0,0.14285714285714285,21.0,fail_only
d4j-Closure-172,4,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Closure-173,3,2,1.0,0.6666666666666666,1.0,1.0,3.0,fail_only
d4j-Closure-174,3,3,1.0,1.0,1.0,1.0,3.0,fail_only
d4j-Closure-175,6,1,0.0,0.0,1.0,0.25,12.0,fail_only
d4j-Closure-176,4,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Codec-1,6,3,1.0,0.6666666666666666,1.0,1.0,3.0,fail_only
d4j-Codec-2,5,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-Codec-3,4,1,0.0,0.0,1.0,0.25,12.0,fail_only
d4j-Codec-4,6,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Codec-5,3,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-Codec-6,6,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-Codec-7,3,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Codec-8,3,2,1.0,0.6666666666666666,1.0,1.0,3.0,fail_only
d4j-Codec-9,6,1,0.0,0.0,0.0,0.16666666666666666,18.0,fail_only
d4j-Codec-10,7,1,0.0,0.0,0.0,0.16666666666666666,18.0,fail_only
d4j-Codec-11,3,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Codec-12,5,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-Codec-13,3,3,1.0,1.0,1.0,1.0,3.0,fail_only
d4j-Codec-14,4,3,0.0,0.6666666666666666,1.0,0.5,6.0,fail_only
d4j-Codec-15,4,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-Codec-16,5,1,0.0,0.0,1.0,0.25,12.0,fail_only
d4j-Codec-17,5,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Codec-18,3,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Collections-1,5,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-Collections-2,3,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Collections-3,8,1,0.0,0.0,1.0,0.2,15.0,fail_only
d4j-Collections-4,6,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Collections-5,4,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Collections-6,7,1,0.0,0.0,1.0,0.25,12.0,fail_only
d4j-Collections-7,6,1,0.0,0.0,1.0,0.25,12.0,fail_only
d4j-Collections-8,3,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Collections-9,4,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Collections-10,5,1,0.0,0.0,1.0,0.25,12.0,fail_only
d4j-Collections-11,6,1,0.0,0.0,1.0,0.2,15.0,fail_only
d4j-Collections-12,7,1,0.0,0.0,1.0,0.25,12.0,fail_only
d4j-Collections-13,6,1,0.0,0.0,1.0,0.25,12.0,fail_only
d4j-Collections-14,8,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Collections-15,3,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-Collections-16,6,1,0.0,0.0,0.0,0.16666666666666666,18.0,fail_only
d4j-Collections-17,3,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Collections-18,4,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-Collections-19,4,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Collections-20,6,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-Collections-21,5,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-Collections-22,7,1,0.0,0.0,1.0,0.25,12.0,fail_only
d4j-Collections-23,3,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Collections-24,4,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-Collections-25,6,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Collections-26,6,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-Collections-27,8,1,0.0,0.0,0.0,0.16666666666666666,18.0,fail_only
d4j-Collections-28,6,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Compress-1,5,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-Compress-2,3,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-Compress-3,6,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Compress-4,7,4,1.0,0.6666666666666666,0.75,1.0,3.0,fail_only
d4j-Compress-5,8,1,0.0,0.0,0.0,0.16666666666666666,18.0,fail_only
d4j-Compress-6,6,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Compress-7,4,1,0.0,0.0,1.0,0.25,12.0,fail_only
d4j-Compress-8,4,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-Compress-9,4,1,0.0,0.0,1.0,0.25,12.0,fail_only
d4j-Compress-10,5,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Compress-11,4,1,0.0,0.0,1.0,0.25,12.0,fail_only
d4j-Compress-12,7,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Compress-13,4,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-Compress-14,7,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Compress-15,8,1,0.0,0.0,1.0,0.2,15.0,fail_only
d4j-Compress-16,6,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-Compress-17,6,1,0.0,0.0,1.0,0.2,15.0,fail_only
d4j-Compress-18,7,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-Compress-19,8,1,0.0,0.0,0.0,0.125,24.0,fail_only
d4j-Compress-20,5,1,0.0,0.0,1.0,0.2,15.0,fail_only
d4j-Compress-21,4,1,0.0,0.0,1.0,0.25,12.0,fail_only
d4j-Compress-22,7,1,0.0,0.0,1.0,0.2,15.0,fail_only
d4j-Compress-23,3,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Compress-24,6,1,0.0,0.0,1.0,0.25,12.0,fail_only
d4j-Compress-25,3,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Compress-26,8,1,0.0,0.0,0.0,0.125,24.0,fail_only
d4j-Compress-27,6,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Compress-28,6,1,0.0,0.0,1.0,0.2,15.0,fail_only
d4j-Compress-29,6,5,1.0,0.6666666666666666,0.8,1.0,3.0,fail_only
d4j-Compress-30,5,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Compress-31,6,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Compress-32,5,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-Compress-33,6,2,1.0,0.6666666666666666,1.0,1.0,3.0,fail_only
d4j-Compress-34,3,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-Compress-35,6,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Compress-36,7,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-Compress-37,4,1,0.0,0.0,1.0,0.25,12.0,fail_only
d4j-Compress-38,6,1,0.0,0.0,0.0,0.16666666666666666,18.0,fail_only
d4j-Compress-39,4,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Compress-40,6,1,0.0,0.0,1.0,0.25,12.0,fail_only
d4j-Compress-41,5,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-Compress-42,6,2,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Compress-43,3,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Compress-44,8,1,0.0,0.0,0.0,0.125,24.0,fail_only
d4j-Compress-45,6,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-Compress-46,3,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-Compress-47,5,1,0.0,0.0,1.0,0.25,12.0,fail_only
d4j-Csv-1,4,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Csv-2,3,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Csv-3,4,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Csv-4,4,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Csv-5,8,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Csv-6,7,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Csv-7,3,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-Csv-8,8,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Csv-9,5,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Csv-10,6,1,0.0,0.0,1.0,0.2,15.0,fail_only
d4j-Csv-11,3,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Csv-12,5,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Csv-13,7,2,0.0,0.0,0.5,0.25,12.0,fail_only
d4j-Csv-14,4,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-Csv-15,5,1,0.0,0.0,1.0,0.25,12.0,fail_only
d4j-Csv-16,3,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Gson-1,6,1,0.0,0.0,1.0,0.2,15.0,fail_only
d4j-Gson-2,6,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Gson-3,6,1,0.0,0.0,1.0,0.25,12.0,fail_only
d4j-Gson-4,5,2,1.0,0.6666666666666666,1.0,1.0,3.0,fail_only
d4j-Gson-5,1,1,1.0,1.0,1.0,1.0,3.0,fail_only
d4j-Gson-6,4,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Gson-7,5,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Gson-8,5,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Gson-9,3,3,1.0,1.0,1.0,1.0,3.0,fail_only
d4j-Gson-10,4,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Gson-11,4,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Gson-12,3,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Gson-13,5,1,0.0,0.0,1.0,0.25,12.0,fail_only
d4j-Gson-14,3,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Gson-15,4,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Gson-16,5,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-Gson-17,4,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-Gson-18,7,1,0.0,0.0,1.0,0.25,12.0,fail_only
d4j-JacksonCore-1,4,2,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-JacksonCore-2,7,2,0.0,0.0,0.5,0.25,12.0,fail_only
d4j-JacksonCore-3,3,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-JacksonCore-4,7,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-JacksonCore-5,6,1,0.0,0.0,1.0,0.2,15.0,fail_only
d4j-JacksonCore-6,4,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-JacksonCore-7,6,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-JacksonCore-8,7,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-JacksonCore-9,7,3,0.0,0.3333333333333333,0.6666666666666666,0.5,6.0,fail_only
d4j-JacksonCore-10,3,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-JacksonCore-11,3,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-JacksonCore-12,6,2,0.0,0.3333333333333333,0.5,0.5,6.0,fail_only
d4j-JacksonCore-13,5,1,0.0,0.0,1.0,0.2,15.0,fail_only
d4j-JacksonCore-14,8,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-JacksonCore-15,5,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-JacksonCore-16,3,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-JacksonCore-17,4,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-JacksonCore-18,3,3,1.0,1.0,1.0,1.0,3.0,fail_only
d4j-JacksonCore-19,6,2,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-JacksonCore-20,6,1,0.0,0.0,1.0,0.25,12.0,fail_only
d4j-JacksonCore-21,4,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-JacksonCore-22,5,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-JacksonCore-23,5,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-JacksonCore-24,4,2,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-JacksonCore-25,8,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-JacksonCore-26,3,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-JacksonDatabind-1,7,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-JacksonDatabind-2,3,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-JacksonDatabind-3,5,1,0.0,0.0,1.0,0.25,12.0,fail_only
d4j-JacksonDatabind-4,5,1,0.0,0.0,1.0,0.25,12.0,fail_only
d4j-JacksonDatabind-5,4,1,0.0,0.0,1.0,0.25,12.0,fail_only
d4j-JacksonDatabind-6,6,1,0.0,0.0,1.0,0.25,12.0,fail_only
d4j-JacksonDatabind-7,7,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-JacksonDatabind-8,5,1,0.0,0.0,1.0,0.2,15.0,fail_only
d4j-JacksonDatabind-9,4,1,0.0,0.0,1.0,0.25,12.0,fail_only
d4j-JacksonDatabind-10,4,2,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-JacksonDatabind-11,3,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-JacksonDatabind-12,3,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-JacksonDatabind-13,6,2,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-JacksonDatabind-14,5,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-JacksonDatabind-15,6,5,1.0,0.6666666666666666,0.8,1.0,3.0,fail_only
d4j-JacksonDatabind-16,3,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-JacksonDatabind-17,7,1,0.0,0.0,1.0,0.25,12.0,fail_only
d4j-JacksonDatabind-18,5,1,0.0,0.0,1.0,0.25,12.0,fail_only
d4j-JacksonDatabind-19,4,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-JacksonDatabind-20,7,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-JacksonDatabind-21,5,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-JacksonDatabind-22,8,2,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-JacksonDatabind-23,7,1,0.0,0.0,1.0,0.2,15.0,fail_only
d4j-JacksonDatabind-24,6,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-JacksonDatabind-25,4,4,1.0,1.0,1.0,1.0,3.0,fail_only
d4j-JacksonDatabind-26,6,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-JacksonDatabind-27,8,1,0.0,0.0,0.0,0.14285714285714285,21.0,fail_only
d4j-JacksonDatabind-28,4,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-JacksonDatabind-29,7,1,0.0,0.0,0.0,0.16666666666666666,18.0,fail_only
d4j-JacksonDatabind-30,6,2,0.0,0.6666666666666666,1.0,0.5,6.0,fail_only
d4j-JacksonDatabind-31,5,1,0.0,0.0,1.0,0.25,12.0,fail_only
d4j-JacksonDatabind-32,8,1,0.0,0.0,1.0,0.2,15.0,fail_only
d4j-JacksonDatabind-33,4,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-JacksonDatabind-34,4,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-JacksonDatabind-35,4,1,0.0,0.0,1.0,0.25,12.0,fail_only
d4j-JacksonDatabind-36,3,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-JacksonDatabind-37,6,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-JacksonDatabind-38,4,3,1.0,1.0,1.0,1.0,3.0,fail_only
d4j-JacksonDatabind-39,7,1,0.0,0.0,0.0,0.14285714285714285,21.0,fail_only
d4j-JacksonDatabind-40,7,1,0.0,0.0,0.0,0.16666666666666666,18.0,fail_only
d4j-JacksonDatabind-41,3,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-JacksonDatabind-42,4,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-JacksonDatabind-43,3,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-JacksonDatabind-44,3,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-JacksonDatabind-45,8,1,0.0,0.0,0.0,0.16666666666666666,18.0,fail_only
d4j-JacksonDatabind-46,4,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-JacksonDatabind-47,5,1,0.0,0.0,1.0,0.25,12.0,fail_only
d4j-JacksonDatabind-48,8,2,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-JacksonDatabind-49,6,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-JacksonDatabind-50,4,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-JacksonDatabind-51,4,1,0.0,0.0,1.0,0.25,12.0,fail_only
d4j-JacksonDatabind-52,5,2,1.0,0.6666666666666666,1.0,1.0,3.0,fail_only
d4j-JacksonDatabind-53,3,2,1.0,0.6666666666666666,1.0,1.0,3.0,fail_only
d4j-JacksonDatabind-54,6,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-JacksonDatabind-55,3,1,0.0,0.3333333333333333,1.0,0.5,6.0,fail_only
d4j-JacksonDatabind-56,6,1,1.0,0.3333333333333333,1.0,1.0,3.0,fail_only
d4j-JacksonDatabind-57,4,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-JacksonDatabind-58,8,1,0.0,0.0,0.0,0.14285714285714285,21.0,fail_only
d4j-JacksonDatabind-59,6,4,1.0,0.6666666666666666,0.75,1.0,3.0,fail_only
d4j-JacksonDatabind-60,5,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,fail_only
d4j-JacksonDatabind-61,8,2,1.0,0.6666666666666666,1.0,1.0,3.0,fail_only
d4j-JacksonDatabind-62,7,1,0.0,0.0,1.0,0.25,12.0,fail_only
